category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0072663	0.361722011226457	1	11	11	establishment of protein localization to peroxisome	BP	0.973351229037337	1
GO:0007020	0.36200491736258	0.891133706060832	23	24	microtubule nucleation	BP	0.973351229037337	1
GO:0008366	0.362227680921471	1	12	12	axon ensheathment	BP	0.973351229037337	1
GO:0004653	0.362265771738232	1	12	12	polypeptide N-acetylgalactosaminyltransferase activity	MF	0.973351229037337	1
GO:0061343	0.362525800490727	1	12	12	cell adhesion involved in heart morphogenesis	BP	0.973351229037337	1
GO:0045665	0.362696491049573	1	12	12	negative regulation of neuron differentiation	BP	0.973351229037337	1
GO:0046533	0.362696491049573	1	12	12	negative regulation of photoreceptor cell differentiation	BP	0.973351229037337	1
GO:0070717	0.362698558215897	1	12	12	poly-purine tract binding	MF	0.973351229037337	1
GO:0031290	0.362730059290914	1	12	12	retinal ganglion cell axon guidance	BP	0.973351229037337	1
GO:0040036	0.362736641354246	1	12	12	regulation of fibroblast growth factor receptor signaling pathway	BP	0.973351229037337	1
GO:0032483	0.362791611119206	1	12	12	regulation of Rab protein signal transduction	BP	0.973351229037337	1
GO:0001764	0.362791859334048	1	12	12	neuron migration	BP	0.973351229037337	1
GO:0004715	0.362791859334048	1	12	12	non-membrane spanning protein tyrosine kinase activity	MF	0.973351229037337	1
GO:0006171	0.362791859334048	1	12	12	cAMP biosynthetic process	BP	0.973351229037337	1
GO:0007414	0.362791859334048	1	12	12	axonal defasciculation	BP	0.973351229037337	1
GO:0008076	0.362791859334048	1	12	12	voltage-gated potassium channel complex	CC	0.973351229037337	1
GO:0015844	0.362791859334048	1	12	12	monoamine transport	BP	0.973351229037337	1
GO:0032924	0.362791859334048	1	12	12	activin receptor signaling pathway	BP	0.973351229037337	1
GO:0035230	0.362791859334048	1	12	12	cytoneme	CC	0.973351229037337	1
GO:0008574	0.362791859334293	1	12	12	plus-end-directed microtubule motor activity	MF	0.973351229037337	1
GO:0010676	0.362833326826368	1	11	11	positive regulation of cellular carbohydrate metabolic process	BP	0.973351229037337	1
GO:0010907	0.362833326826368	1	11	11	positive regulation of glucose metabolic process	BP	0.973351229037337	1
GO:0070875	0.362833326826368	1	11	11	positive regulation of glycogen metabolic process	BP	0.973351229037337	1
GO:0035725	0.362938212273406	0.786304448852972	70	75	sodium ion transmembrane transport	BP	0.973351229037337	1
GO:0005844	0.363557513265314	0.891200760462202	20	21	polysome	CC	0.973351229037337	1
GO:0043073	0.363857188784954	0.890533114094228	22	23	germ cell nucleus	CC	0.973351229037337	1
GO:0035039	0.364019582625882	1	10	10	male pronucleus assembly	BP	0.973351229037337	1
GO:0007113	0.36402963329813	1	11	11	endomitotic cell cycle	BP	0.973351229037337	1
GO:0009218	0.364081400579727	1	10	10	pyrimidine ribonucleotide metabolic process	BP	0.973351229037337	1
GO:0009220	0.364081400579727	1	10	10	pyrimidine ribonucleotide biosynthetic process	BP	0.973351229037337	1
GO:0051016	0.364127029919499	1	10	10	barbed-end actin filament capping	BP	0.973351229037337	1
GO:0003012	0.364293205510337	0.844246479181703	35	37	muscle system process	BP	0.973351229037337	1
GO:0006378	0.364312474963266	0.8896834895562	25	26	mRNA polyadenylation	BP	0.973351229037337	1
GO:0098781	0.364450747466173	0.845066497556699	30	32	ncRNA transcription	BP	0.973351229037337	1
GO:0004857	0.364561294465558	0.733806941445504	120	134	enzyme inhibitor activity	MF	0.973351229037337	1
GO:0032008	0.36515470352126	0.844063827212261	33	35	positive regulation of TOR signaling	BP	0.973351229037337	1
GO:0046427	0.365168381842979	1	11	11	positive regulation of receptor signaling pathway via JAK-STAT	BP	0.973351229037337	1
GO:1904894	0.365168381842979	1	11	11	positive regulation of receptor signaling pathway via STAT	BP	0.973351229037337	1
GO:1901990	0.365720931005703	0.758365912057757	94	102	regulation of mitotic cell cycle phase transition	BP	0.973351229037337	1
GO:0061331	0.365876162959967	1	11	11	epithelial cell proliferation involved in Malpighian tubule morphogenesis	BP	0.973351229037337	1
GO:2001013	0.365876162959967	1	11	11	epithelial cell proliferation involved in renal tubule morphogenesis	BP	0.973351229037337	1
GO:0060232	0.365948533227671	1	11	11	delamination	BP	0.973351229037337	1
GO:1902745	0.365997204771395	1	11	11	positive regulation of lamellipodium organization	BP	0.973351229037337	1
GO:0006268	0.366121114229131	1	11	11	DNA unwinding involved in DNA replication	BP	0.973351229037337	1
GO:2000035	0.366313869621882	1	11	11	regulation of stem cell division	BP	0.973351229037337	1
GO:0009593	0.366919997048049	0.730641008141654	154	168	detection of chemical stimulus	BP	0.973351229037337	1
GO:0036157	0.366953484929957	1	10	10	outer dynein arm	CC	0.973351229037337	1
GO:0005905	0.367392040576214	1	11	11	clathrin-coated pit	CC	0.973351229037337	1
GO:0000177	0.367463817914328	1	9	9	cytoplasmic exosome (RNase complex)	CC	0.973351229037337	1
GO:0034427	0.367463817914328	1	9	9	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	BP	0.973351229037337	1
GO:0000394	0.367828239495626	1	10	10	RNA splicing, via endonucleolytic cleavage and ligation	BP	0.973351229037337	1
GO:0006388	0.367828239495626	1	10	10	tRNA splicing, via endonucleolytic cleavage and ligation	BP	0.973351229037337	1
GO:0005779	0.367975169982405	1	10	10	integral component of peroxisomal membrane	CC	0.973351229037337	1
GO:0031231	0.367975169982405	1	10	10	intrinsic component of peroxisomal membrane	CC	0.973351229037337	1
GO:0051663	0.368119333003393	1	11	11	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	BP	0.973351229037337	1
GO:0006379	0.36834742718526	1	10	10	mRNA cleavage	BP	0.973351229037337	1
GO:0045003	0.368554957140019	1	11	11	double-strand break repair via synthesis-dependent strand annealing	BP	0.973351229037337	1
GO:0042044	0.368667000763229	0.841952763446324	33	35	fluid transport	BP	0.973351229037337	1
GO:0007091	0.368814421379741	0.841527564540706	35	37	metaphase/anaphase transition of mitotic cell cycle	BP	0.973351229037337	1
GO:0010965	0.368814421379741	0.841527564540706	35	37	regulation of mitotic sister chromatid separation	BP	0.973351229037337	1
GO:0005981	0.369168494047956	1	10	10	regulation of glycogen catabolic process	BP	0.973351229037337	1
GO:0016811	0.369279452104922	0.795884998851979	52	56	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	MF	0.973351229037337	1
GO:0030894	0.37030220143648	1	10	10	replisome	CC	0.973351229037337	1
GO:0043601	0.37030220143648	1	10	10	nuclear replisome	CC	0.973351229037337	1
GO:0043177	0.370452296014857	0.840537811757775	35	37	organic acid binding	MF	0.973351229037337	1
GO:0022611	0.371127992373274	1	9	9	dormancy process	BP	0.973351229037337	1
GO:0016459	0.371213584589023	0.886960787881886	23	24	myosin complex	CC	0.973351229037337	1
GO:0035332	0.371566465110124	0.840027301689854	34	36	positive regulation of hippo signaling	BP	0.973351229037337	1
GO:1990726	0.371621359033212	1	5	5	Lsm1-7-Pat1 complex	CC	0.973351229037337	1
GO:0033764	0.371780038878272	0.888139903306811	18	19	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF	0.973351229037337	1
GO:0032589	0.371986544793614	0.760399936745564	85	92	neuron projection membrane	CC	0.973351229037337	1
GO:0005786	0.372642183631881	1	7	7	signal recognition particle, endoplasmic reticulum targeting	CC	0.973351229037337	1
GO:0048500	0.372642183631881	1	7	7	signal recognition particle	CC	0.973351229037337	1
GO:0032387	0.373041260290588	1	11	11	negative regulation of intracellular transport	BP	0.973351229037337	1
GO:0035384	0.373409038378396	0.88573641640922	24	25	thioester biosynthetic process	BP	0.973351229037337	1
GO:0071616	0.373409038378396	0.88573641640922	24	25	acyl-CoA biosynthetic process	BP	0.973351229037337	1
GO:0005701	0.373690463649668	1	11	11	polytene chromosome chromocenter	CC	0.973351229037337	1
GO:0016578	0.373995629999375	1	9	9	histone deubiquitination	BP	0.973351229037337	1
GO:0048488	0.374384561061594	0.838151145529569	35	37	synaptic vesicle endocytosis	BP	0.973351229037337	1
GO:0140238	0.374384561061594	0.838151145529569	35	37	presynaptic endocytosis	BP	0.973351229037337	1
GO:0051336	0.374673923016034	0.718123728941141	177	193	regulation of hydrolase activity	BP	0.973351229037337	1
GO:0008010	0.374787563095875	0.729065165559381	97	110	structural constituent of chitin-based larval cuticle	MF	0.973351229037337	1
GO:0035003	0.374877471579103	1	11	11	subapical complex	CC	0.973351229037337	1
GO:0051204	0.374988261604349	0.888547860532049	14	15	protein insertion into mitochondrial membrane	BP	0.973351229037337	1
GO:0008593	0.37528766633764	0.766846535294862	70	76	regulation of Notch signaling pathway	BP	0.973351229037337	1
GO:0016460	0.375483767791506	1	10	10	myosin II complex	CC	0.973351229037337	1
GO:0019003	0.375521896588194	1	11	11	GDP binding	MF	0.973351229037337	1
GO:0004860	0.37579234627727	1	11	11	protein kinase inhibitor activity	MF	0.973351229037337	1
GO:0019210	0.37579234627727	1	11	11	kinase inhibitor activity	MF	0.973351229037337	1
GO:0072523	0.376005576594695	0.884998585215794	22	23	purine-containing compound catabolic process	BP	0.973351229037337	1
GO:0006020	0.376501294140901	1	10	10	inositol metabolic process	BP	0.973351229037337	1
GO:0034308	0.376876666058318	1	9	9	primary alcohol metabolic process	BP	0.973351229037337	1
GO:0036294	0.377217578868093	0.836764280679809	33	35	cellular response to decreased oxygen levels	BP	0.973351229037337	1
GO:0071709	0.37725511905235	1	11	11	membrane assembly	BP	0.973351229037337	1
GO:0045180	0.377400810784874	1	11	11	basal cortex	CC	0.973351229037337	1
GO:0015918	0.377829383790863	0.885764001738823	17	18	sterol transport	BP	0.973351229037337	1
GO:0015645	0.378138223364765	0.883552687563229	24	25	fatty acid ligase activity	MF	0.973351229037337	1
GO:0007095	0.378316757704597	1	10	10	mitotic G2 DNA damage checkpoint signaling	BP	0.973351229037337	1
GO:0007060	0.378615910336992	1	11	11	male meiosis chromosome segregation	BP	0.973351229037337	1
GO:0002781	0.378836787270159	1	11	11	antifungal peptide production	BP	0.973351229037337	1
GO:0002788	0.378836787270159	1	11	11	regulation of antifungal peptide production	BP	0.973351229037337	1
GO:0035308	0.379428901353928	1	9	9	negative regulation of protein dephosphorylation	BP	0.973351229037337	1
GO:0072666	0.379517716626207	0.883374008885849	22	23	establishment of protein localization to vacuole	BP	0.973351229037337	1
GO:0090158	0.379540914267093	1	10	10	endoplasmic reticulum membrane organization	BP	0.973351229037337	1
GO:0015171	0.379738037848849	0.787444977125378	60	64	amino acid transmembrane transporter activity	MF	0.973351229037337	1
GO:0007436	0.380063756029433	1	11	11	larval salivary gland morphogenesis	BP	0.973351229037337	1
GO:0000795	0.380082649170146	1	9	9	synaptonemal complex	CC	0.973351229037337	1
GO:0099086	0.380082649170146	1	9	9	synaptonemal structure	CC	0.973351229037337	1
GO:0009566	0.380424985150887	0.834987508435209	32	34	fertilization	BP	0.973351229037337	1
GO:0006312	0.381244439734695	1	10	10	mitotic recombination	BP	0.973351229037337	1
GO:0005666	0.381380152638771	0.884568594141882	16	17	RNA polymerase III complex	CC	0.973351229037337	1
GO:1904262	0.381744112059214	1	11	11	negative regulation of TORC1 signaling	BP	0.973351229037337	1
GO:0018202	0.381820654585236	1	9	9	peptidyl-histidine modification	BP	0.973351229037337	1
GO:0035170	0.382192081057623	1	11	11	lymph gland crystal cell differentiation	BP	0.973351229037337	1
GO:0006607	0.38301679104678	1	11	11	NLS-bearing protein import into nucleus	BP	0.973351229037337	1
GO:0015038	0.383561598982048	1	7	7	glutathione disulfide oxidoreductase activity	MF	0.973351229037337	1
GO:0030723	0.383565405593105	1	11	11	ovarian fusome organization	BP	0.973351229037337	1
GO:1903312	0.383589254113803	1	11	11	negative regulation of mRNA metabolic process	BP	0.973351229037337	1
GO:1905477	0.384059027280727	1	10	10	positive regulation of protein localization to membrane	BP	0.973351229037337	1
GO:0048311	0.38412186677174	1	11	11	mitochondrion distribution	BP	0.973351229037337	1
GO:0016597	0.384210231166467	1	10	10	amino acid binding	MF	0.973351229037337	1
GO:0050848	0.384258272272166	1	11	11	regulation of calcium-mediated signaling	BP	0.973351229037337	1
GO:0071684	0.384622771660305	0.881258639970778	21	22	organism emergence from protective structure	BP	0.973351229037337	1
GO:0030134	0.384654615633868	0.833026246052341	29	31	COPII-coated ER to Golgi transport vesicle	CC	0.973351229037337	1
GO:0015020	0.384978498241701	1	11	11	glucuronosyltransferase activity	MF	0.973351229037337	1
GO:0048487	0.385005233334652	1	9	9	beta-tubulin binding	MF	0.973351229037337	1
GO:0016247	0.385034376069953	0.880556159898174	23	24	channel regulator activity	MF	0.973351229037337	1
GO:0043067	0.385137796488513	0.698187402773742	214	235	regulation of programmed cell death	BP	0.973351229037337	1
GO:0070775	0.385383743964601	1	10	10	H3 histone acetyltransferase complex	CC	0.973351229037337	1
GO:0019731	0.385771379391013	0.759802910170858	57	63	antibacterial humoral response	BP	0.973351229037337	1
GO:0015932	0.386036899422656	0.880084880664227	23	24	nucleobase-containing compound transmembrane transporter activity	MF	0.973351229037337	1
GO:0060856	0.3860515257249	0.880588753798226	21	22	establishment of blood-brain barrier	BP	0.973351229037337	1
GO:0030971	0.38626043551687	1	11	11	receptor tyrosine kinase binding	MF	0.973351229037337	1
GO:0033180	0.386268527460872	1	10	10	proton-transporting V-type ATPase, V1 domain	CC	0.973351229037337	1
GO:0016574	0.38632191469413	1	11	11	histone ubiquitination	BP	0.973351229037337	1
GO:0006213	0.386347886570941	1	9	9	pyrimidine nucleoside metabolic process	BP	0.973351229037337	1
GO:0046135	0.386347886570941	1	9	9	pyrimidine nucleoside catabolic process	BP	0.973351229037337	1
GO:0002221	0.386381212049565	1	11	11	pattern recognition receptor signaling pathway	BP	0.973351229037337	1
GO:0019842	0.386494166986701	0.768273550095573	70	75	vitamin binding	MF	0.973351229037337	1
GO:0043433	0.386559349617214	1	11	11	negative regulation of DNA-binding transcription factor activity	BP	0.973351229037337	1
GO:0045261	0.386918050056279	1	8	8	proton-transporting ATP synthase complex, catalytic core F(1)	CC	0.973351229037337	1
GO:0001959	0.386941605473603	1	11	11	regulation of cytokine-mediated signaling pathway	BP	0.973351229037337	1
GO:0010803	0.386941605473603	1	11	11	regulation of tumor necrosis factor-mediated signaling pathway	BP	0.973351229037337	1
GO:0060759	0.386941605473603	1	11	11	regulation of response to cytokine stimulus	BP	0.973351229037337	1
GO:0035158	0.387344553141096	1	11	11	regulation of tube diameter, open tracheal system	BP	0.973351229037337	1
GO:1905348	0.387357334824079	0.831601422165472	28	30	endonuclease complex	CC	0.973351229037337	1
GO:0048027	0.387438214793471	1	8	8	mRNA 5'-UTR binding	MF	0.973351229037337	1
GO:0001786	0.387588292899335	1	11	11	phosphatidylserine binding	MF	0.973351229037337	1
GO:0022821	0.387625707763973	1	11	11	solute:potassium antiporter activity	MF	0.973351229037337	1
GO:0070613	0.387881248524565	1	8	8	regulation of protein processing	BP	0.973351229037337	1
GO:0098586	0.388071239459058	1	10	10	cellular response to virus	BP	0.973351229037337	1
GO:0022840	0.388244647811277	1	11	11	leak channel activity	MF	0.973351229037337	1
GO:0022841	0.388244647811277	1	11	11	potassium ion leak channel activity	MF	0.973351229037337	1
GO:0022842	0.388244647811277	1	11	11	narrow pore channel activity	MF	0.973351229037337	1
GO:0050792	0.388249693243563	1	10	10	regulation of viral process	BP	0.973351229037337	1
GO:1903900	0.388249693243563	1	10	10	regulation of viral life cycle	BP	0.973351229037337	1
GO:0003341	0.388252119106995	0.747321152840355	83	90	cilium movement	BP	0.973351229037337	1
GO:0018024	0.388313398998173	0.87901131374967	23	24	histone-lysine N-methyltransferase activity	MF	0.973351229037337	1
GO:0007509	0.388543884301974	1	11	11	mesoderm migration involved in gastrulation	BP	0.973351229037337	1
GO:0007380	0.38873581844383	1	11	11	specification of segmental identity, head	BP	0.973351229037337	1
GO:0071901	0.388923001374052	1	11	11	negative regulation of protein serine/threonine kinase activity	BP	0.973351229037337	1
GO:0002793	0.389333351203342	1	9	9	positive regulation of peptide secretion	BP	0.973351229037337	1
GO:0016126	0.389353084999118	0.878765194050368	22	23	sterol biosynthetic process	BP	0.973351229037337	1
